web-scraper-order,web-scraper-start-url,lien-fiche,lien-fiche-href,title,rue,adresse,web,creation,type,effectif,resume,activite-naf08
"1641925348-610","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-2/","DOCTIZY","https://fr.kompass.com/c/doctizy/fra08706z/","DOCTIZY","2 RUE DE LA MOISSON 

	                2-","2 RUE DE LA MOISSON 

	                2- 

	                
	        14850 HEROUVILLETTE","null","2021","SAS, société par actions simplifiée","null","L'entreprise DOCTIZY, est localisée au 2 RUE DE LA MOISSON à Herouvillette (14850) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2021 sous l'enregistrement 902524750 00012, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641925519-667","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-2/","NET CONCEPTION","https://fr.kompass.com/c/net-conception/fr0742920/","NET CONCEPTION","107 RUE DE BAYEUX","107 RUE DE BAYEUX 

	                
	        14000 CAEN","http://www.net-conception.com","1999","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","NET CONCEPTION est un établissement situé à CAEN spécialisée dans le développement de sites Internet, d'applications mobiles et de supports de communication. La société réalise des prestations pour les entreprises et collectivités. C' est une agence web spécialisée également dans la conception de site internet et gestion de contenus.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641925417-633","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-2/","GREENIOTE, GREENIOTE","https://fr.kompass.com/c/greeniote/fra08cw44/","GREENIOTE","13 RUE PAUL DOUMER","13 RUE PAUL DOUMER 

	                
	        14000 CAEN","null","2021","SAS, société par actions simplifiée","null","L'entreprise GREENIOTE(GREENIOTE), est implantée au 13 RUE PAUL DOUMER à Caen (14000) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2021 ayant comme SIRET le numéro 904224979 00016, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641925537-673","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-2/","DIMA ETIQUETAGE","https://fr.kompass.com/c/dima-etiquetage/fr8387582/","DIMA ETIQUETAGE","RUE VERTE 

	                PARC D'ACTIVITES LES RIVES DE L'ODON","RUE VERTE 

	                PARC D'ACTIVITES LES RIVES DE L'ODON 

	                
	        14790 MOUEN","http://www.dima-etiquetage.fr","1993","SAS, société par actions simplifiée","De 10 à 19 employés","DIMA ETIQUETAGE est une entreprise située à MOUEN. L'établissement est spécialisé dans la conception et la fabrication d’étiquettes : étiquettes adhésives, neutres ou imprimées. La société vend et installe également des imprimantes pour codes à barre.","Fabrication d'autres articles en papier ou en carton (1729Z)
				Voir la classification Kompass"
"1641925384-622","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-2/","M VINCENT BENOIT","https://fr.kompass.com/c/m-vincent-benoit/fra08pdts/","M VINCENT BENOIT","53 RUE DE STRASBOURG","53 RUE DE STRASBOURG 

	                
	        14200 HEROUVILLE-SAINT-CLAIR","null","2021","Profession libérale","null","M VINCENT BENOIT, est installé au 53 RUE DE STRASBOURG à Herouville-saint-clair (14200) dans le département du Calvados.



Cette société est une profession libérale fondée en 2021 sous l'enregistrement 907592687 00012, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641925426-636","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-2/","M AWAD ALSHEEKH ABDU","https://fr.kompass.com/c/m-awad-alsheekh-abdu/fra08t92d/","M AWAD ALSHEEKH ABDU","14 RUE DU CHATELET","14 RUE DU CHATELET 

	                
	        14280 SAINT-GERMAIN-LA-BLANCHE-HERBE","null","2019","Artisan-commerçant","Non renseigné","L'entreprise M AWAD ALSHEEKH ABDU, est implantée au 14 RUE DU CHATELET à Saint-germain-la-blanche-herbe (14280) dans le département du Calvados.



Cet artisan-commerçant fondé en 2019(SIRET : 851887463 00020), est recensé sous le naf : 

► Réparation d'ordinateurs et d'équipements périphériques.","Réparation d'ordinateurs et d'équipements périphériques (9511Z)
				Voir la classification Kompass"
"1641925357-613","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-2/","FILINTUS GRAND OUEST (PIM-PME GRAND OUEST)","https://fr.kompass.com/c/filintus-grand-ouest/fra0820hz/","FILINTUS GRAND OUEST
                                    PIM-PME GRAND OUEST","11 RUE DU CLOS NORMAND","11 RUE DU CLOS NORMAND 

	                
	        14400 BAYEUX","null","2021","SAS, société par actions simplifiée","null","La société FILINTUS GRAND OUEST, est implantée au 11 RUE DU CLOS NORMAND à Bayeux (14400) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2021 sous l'enregistrement 900917444 00011, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641925564-682","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-2/","ALOHA COMMUNICATION","https://fr.kompass.com/c/aloha-communication/fr0313950/","ALOHA COMMUNICATION","12 RUE D HERMIA 

	                CITIS","12 RUE D HERMIA 

	                CITIS 

	                
	        14200 HEROUVILLE-SAINT-CLAIR","http://www.aloha-com.fr","2002","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","Agence de communication. L'entreprise réalise la conception et la réalisation de supports web et print et d'identité visuelle.  Pour le web, elle conçoit et réalise les sites internet, de bandeaux publicitaires, et travaille sur l'e-mailing. Pour le print, c'est dans la réalisation de PLV, brochures, panneaux...","Activités des agences de publicité (7311Z)
				Voir la classification Kompass"
"1641925492-658","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-2/","ASTERION FRANCE (Asterion)","https://fr.kompass.com/c/asterion-france/fr8558035/","ASTERION FRANCE
                                    Asterion","104 BD JEAN MOULIN","104 BD JEAN MOULIN 

	                
	        14000 CAEN","http://www.asterion-int.com","2014","SAS, société par actions simplifiée","De 50 à 99 employés","Outsourcing documentaire : gestion de la chaine de traitement du document d'entreprises - Numérisation de documents papier et microformes - Facturation électronique - Capture d'images et lecture automatique de documents - Archivage électronique - Micrographie - Marketing direct - E-mailing.","Traitement de données, hébergement et activités connexes (6311Z)
				Voir la classification Kompass"
"1641925501-661","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-2/","ASLAK STUDIO","https://fr.kompass.com/c/aslak-studio/fra01dwsh/","ASLAK STUDIO","1 RUE HENRI SPRIET","1 RUE HENRI SPRIET 

	                
	        14120 MONDEVILLE","http://www.aslakstudio.com","2019","SAS, société par actions simplifiée","De 0 à 9 employés","Studio indépendant de développement de jeux vidéo en VR (réalité virtuelle). Spécialiste du développement de jeux sur ordinateur, console, tablette ou tout support information; la modélisation 2D et 3D, le développement de sites internet ainsi que la vente d'espaces publicitaires sur internet.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641925402-628","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-2/","SGR CONSULTING","https://fr.kompass.com/c/sgr-consulting/fra08bknv/","SGR CONSULTING","6 CLOS DU HOGUET","6 CLOS DU HOGUET 

	                
	        14123 CORMELLES-LE-ROYAL","null","2021","SAS, société par actions simplifiée","null","L'entreprise SGR CONSULTING, est localisée au 6 CLOS DU HOGUET à Cormelles-le-royal (14123) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2021 sous le numéro 903873248 00012, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641925387-623","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-2/","ANTHROP","https://fr.kompass.com/c/anthrop/fra0873h9/","ANTHROP","2 RUE JEAN PERRIN","2 RUE JEAN PERRIN 

	                
	        14460 COLOMBELLES","null","2018","SAS, société par actions simplifiée","null","L'entreprise ANTHROP, est localisée au 2 RUE JEAN PERRIN à Colombelles (14460) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2018 sous l'enregistrement 844405050 00023, recensée sous le naf : 

► Autres activités informatiques.","Autres activités informatiques (6209Z)
				Voir la classification Kompass"
"1641925471-651","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-2/","WEB SHOPPING FRANCE, WSF 14 (WSF 14)","https://fr.kompass.com/c/web-shopping-france/fr2745956/","WEB SHOPPING FRANCE
                                    WSF 14","44 T RTE DES CASCADES","44 T RTE DES CASCADES 

	                
	        14500 VIRE-NORMANDIE","http://www.wsf.fr","2003","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La compagnie WEB SHOPPING FRANCE(WSF 14), est implantée au 44 T RTE DES CASCADES à Vire-normandie (14500) dans le département du Calvados.



Cette TPE est une société à responsabilité limitée (SARL) fondée en 2003 sous le numéro 422453217 00024, recensée sous le naf : 

► Programmation informatique.



Sa principale activité est :

Société de conception, création et hébergement de site internet et prestataire de service liée au domaine de la télécommunication.

La société WEB SHOPPING FRANCE est dirigée par Gérald Bertin (Gérant)","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641925489-657","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-2/","XELIANS ARCHIVAGE","https://fr.kompass.com/c/xelians-archivage/fr5480723/","XELIANS ARCHIVAGE","LE FRESNE","LE FRESNE 

	                
	        14370 ARGENCES","http://www.archiveco.fr","1996","SAS, société par actions simplifiée","De 0 à 9 employés","ARCHIVECO implantée à Villeneuve-la-Garenne est une entreprise prestataire de service spécialisée dans l'externalisation et gestion d'archives : numérisation de documents. conservation de supports audiovisuels, sauvegarde de supports informatique, etc...","Entreposage et stockage non frigorifique (5210B)
				Voir la classification Kompass"
"1641925441-641","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-2/","LA GUT TOUCH","https://fr.kompass.com/c/la-gut-touch/fra0881cn/","LA GUT TOUCH","1 RUE VIEILLE","1 RUE VIEILLE 

	                
	        14130 PONT L'EVEQUE","null","2021","Société à responsabilité limitée (sans autre indication)","null","L'entreprise LA GUT TOUCH, est installée au 1 RUE VIEILLE à Pont L'eveque (14130) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2021 sous le numéro 902834423 00011, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
