web-scraper-order,web-scraper-start-url,lien-fiche,lien-fiche-href,title,rue,adresse,web,creation,type,effectif,resume,activite-naf08
"1641925120-563","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/","M.R.C.F (EASY CONSEIL)","https://fr.kompass.com/c/m-r-c-f/fr8288560/","M.R.C.F
                                    EASY CONSEIL","210 RUE DE L AVENIR","210 RUE DE L AVENIR 

	                
	        14790 VERSON","http://www.easy-conseil.eu","2006","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","Implanté à VERSON, l'établissement M R C F est spécialisé dans le domaine de la gestion d'encaissement, système de vidéo-surveillance et solution ressources humaines dans les boulangeries et restaurants. Avec une équipe bien formée aux nouvelles technologies pour conseiller et apporté des solutions adaptées.","Traitement de données, hébergement et activités connexes (6311Z)
				Voir la classification Kompass"
"1641925097-555","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/","ANDROME SERVICES, AS","https://fr.kompass.com/c/androme-services/fr2248895/","ANDROME SERVICES","21 RUE DE VAUX SUR AURE","21 RUE DE VAUX SUR AURE 

	                
	        14400 BAYEUX","http://www.androme.fr","2008","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La société ANDROME SERVICES(AS), est implantée au 21 RUE DE VAUX SUR AURE à Bayeux (14400) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2008 ayant comme SIRET le numéro 502339914 00017, recensée sous le naf : 

► Tierce maintenance de systèmes et d'applications informatiques.



La société ANDROME SERVICES est dirigée par Pierre-Yves Le Berre (Gérant)","Tierce maintenance de systèmes et d’applications informatiques (6202B)
				Voir la classification Kompass"
"1641925060-543","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/","OB'DO CONTACT AGILE","https://fr.kompass.com/c/ob-do-contact-agile/fr0789527/","OB'DO CONTACT AGILE","9 RUE LEOPOLD SEDAR SENGHOR 

	                OLYMPUS D'EFFISCIENCE","9 RUE LEOPOLD SEDAR SENGHOR 

	                OLYMPUS D'EFFISCIENCE 

	                
	        14460 COLOMBELLES","http://www.ob-do.com","2013","SAS, société par actions simplifiée","De 10 à 19 employés","Implanté dans la ville de COLOMBELLES, OB DO CONTACT AGILE est spécialisée dans les solutions d'objet mobile connecté. Le développement d’applications mobiles. Maîtrise les différentes plate-formes logicielles et adapte chaque besoin à chaque type d’interface.","Ingénierie, études techniques (7112B)
				Voir la classification Kompass"
"1641925202-590","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/","2BP CONSEIL","https://fr.kompass.com/c/2bp-conseil/fr0551634/","2BP CONSEIL","IMP BELLEVUE 

	                LA GRANGE DE LAVOLLEY","IMP BELLEVUE 

	                LA GRANGE DE LAVOLLEY 

	                
	        14510 HOULGATE","http://www.2bpconseil.fr","2002","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La société 2BP CONSEIL, est installée à Houlgate (IMP BELLEVUE) dans le département du Calvados.



Cette TPE est une société à responsabilité limitée (SARL) fondée en 2002 sous le numéro 444335608 00014, recensée sous le naf : 

► Traitement de données, hébergement et activités connexes.



La société 2BP CONSEIL est dirigée par Pascal Bisson (Gérant)","Traitement de données, hébergement et activités connexes (6311Z)
				Voir la classification Kompass"
"1641925147-572","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/","SCHULLER GRAPHIC (Schuller-Graphic)","https://fr.kompass.com/c/schuller-graphic/fr8378757/","SCHULLER GRAPHIC
                                    Schuller-Graphic","18 RUE DE L ARTISANAT","18 RUE DE L ARTISANAT 

	                
	        14500 VIRE-NORMANDIE","http://www.schuller-graphic.com","1984","SAS, société par actions simplifiée","De 10 à 19 employés","L'établissement SCHULLER GRAPHIC est une agence de communication sur tous les supports spécialisée dans l’internet et le web marketing. Une société de conseil en communication, réalisation de photographie industrielle et publicitaire, vidéo, infographie, photogravure, sérigraphie, impression et conception de site internet.","Activités photographiques (7420Z)
				Voir la classification Kompass"
"1641925228-599","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/","Weenesta","https://fr.kompass.com/c/weenesta/fra06a5hq/","Weenesta","1608 Boulevard de la Grande delle","1608 Boulevard de la Grande delle 

	                
	        14200 HEROUVILLE SAINT CLAIR","https://weenesta.com/fr","","null","De 0 à 9 employés","null","null"
"1641925129-566","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/","BAW - ANS","https://fr.kompass.com/c/baw-ans/fr1261772/","BAW - ANS","7 RUE LEOPOLD SEDAR SENGHOR 

	                7-9-BAT OLYMPUS II","7 RUE LEOPOLD SEDAR SENGHOR 

	                7-9-BAT OLYMPUS II 

	                
	        14460 COLOMBELLES","http://www.b-a-w.com","2013","SAS, société par actions simplifiée","De 20 à 49 employés","L'entreprise est spécialisée dans le domaine du conseil en management et système d'information. Conseils et accompagnements d'entreprises en informatique, conseils et accompagnements pour réseaux informatiques, pour logiciels informatiques (antivirus, progiciel, logiciels métiers, etc...), pour matériels informatiques (installations, câblages, dépannage,...) ainsi que pour les systèmes informatiques.","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641925144-571","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/","M LAURENT CHOUBRAC, LCID (Choubrac Laurent)","https://fr.kompass.com/c/m-laurent-choubrac/fr0668346/","M LAURENT CHOUBRAC
                                    Choubrac Laurent","14 RUE DE BAYEUX","14 RUE DE BAYEUX 

	                
	        14480 PONTS SUR SEULLES","http://www.lci-developpements.com","1995","Profession libérale","De 0 à 9 employés","Entreprise spécialisée dans le développement de logiciels de gestion pour toutes activités logistiques. Elle est concepteur de logiciel comme : logiciel transport multi activités( affrètement, lot, groupage, chantier, location, divers), logiciel expert : tournées multipoints, statuts dossier-encaissement, plannings 1/2 journée-1/4h-1/2h, module scannage codes barre, module gestion de consignations, module extranet... Elle propose ses services pour les professionnels exerçant dans le transport.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641925135-568","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/","SA INFORMATIQUE COMMUNICATION, INCOM (Informatique Communication)","https://fr.kompass.com/c/sa-informatique-communication/fr8386841/","SA INFORMATIQUE COMMUNICATION
                                    Informatique Communication","53 RUE DE STRASBOURG 

	                RESIDENCE DU 7EME ART","53 RUE DE STRASBOURG 

	                RESIDENCE DU 7EME ART 

	                
	        14200 HEROUVILLE-SAINT-CLAIR","http://www.incom-sa.fr","1988","SAS, société par actions simplifiée","De 20 à 49 employés","Entreprise spécialisée dans le domaine du développement et commercialisation de logiciels métiers pour collectivités territoriales. Négoce d'applications orientées vers la gestion et la facturation de l'eau et de l'assainissement et la gestion des stocks et des achats ou encore l'analyse des coûts d'intervention.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641924997-522","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/","INFO GESTION","https://fr.kompass.com/c/info-gestion/fr0187419/","INFO GESTION","26 AV DE THIES 

	                PERICENTRE 3","26 AV DE THIES 

	                PERICENTRE 3 

	                
	        14000 CAEN","http://info-gestion.com","1978","SAS, société par actions simplifiée","De 100 à 249 employés","Implantée dans la ville de Caen, en activité depuis plus de 39 ans, la société INFO GESTION est spécialisée dans les prestations de services de traitement de données informatiques et services de saisie de données pour les particuliers et les entreprises avec des services personnalisés. Propose également des services comptable.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641925220-596","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/","M PIERRE LE BERRE (ANDROME INFORMATIQUE)","https://fr.kompass.com/c/m-pierre-le-berre/fr9018104/","M PIERRE LE BERRE
                                    ANDROME INFORMATIQUE","2 AV JACQUES PREVERT","2 AV JACQUES PREVERT 

	                
	        14400 BAYEUX","null","2006","Profession libérale","De 0 à 9 employés","M PIERRE LE BERRE, est installé au 2 AV JACQUES PREVERT à Bayeux (14400) dans le département du Calvados.



Cette TPE est une profession libérale fondée en 2006 sous l'enregistrement 488051459 00045, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641925180-583","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/","OMB BUREAUTIQUE","https://fr.kompass.com/c/omb-bureautique/fr5765442/","OMB BUREAUTIQUE","1251 RUE LEON FOUCAULT 

	                ZI DE LA SPHERE","1251 RUE LEON FOUCAULT 

	                ZI DE LA SPHERE 

	                
	        14200 HEROUVILLE-SAINT-CLAIR","http://www.vassard-omb.com","2007","SAS, société par actions simplifiée","De 10 à 19 employés","La société est spécialisée dans la vente et la distribution de matériels de bureau, d'aménagement de bureau et informatique. L'établissement propose la vente de gestion documentaire, photocopieurs multifonctions couleur et noir et blanc, scanner, fax, vidéoprojecteurs, mobilier, rangement, cloisonnement, organisation d'espaces, etc...","Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau (4666Z)
				Voir la classification Kompass"
"1641925151-573","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/","QUANTAFLOW (QUANTAFLOW SAS)","https://fr.kompass.com/c/quantaflow/fr8562538/","QUANTAFLOW
                                    QUANTAFLOW SAS","AV DU CANADA 

	                POLE DE DEVELOPPEMENT DU PLATEAU","AV DU CANADA 

	                POLE DE DEVELOPPEMENT DU PLATEAU 

	                
	        14600 HONFLEUR","https://www.quantaflow.com","2003","SAS, société par actions simplifiée","De 20 à 49 employés","Quantaflow est une
 société française avec plus de 20 ans d’expertise en comptage et analyse des flux. L'entreprise a très tôt décidé d'intégrer l'ensemble de la chaine de valeur du comptage pour toujours proposer à ses clients des données de comptage fiables et précises.

 

 Les capteurs de comptages, 
conçus et fabriqués en France, offrent une 
précision de plus de 99%. Ces appareils discrets s'adaptent à tous les environnements et permettent un comptage anonymisé des personnes dans le 
respect de la RGPD. Les caméras de comptage s'accompagnent d'une suite logicielle (desktop et appli) entièrement personnalisable selon l'utilisateur.

 

 Nos produits sont
 reconnus pour leur fiabilité et leur grande précision. En effet, ils sont présents dans près de 400 centres commerciaux, dans les plus grands établissements recevant du public ainsi que dans les grands bâtiments du secteur tertiaire. Ils nous ont fait confiance, pourquoi pas vous ? 

  

 Grâce aux solutions Quantaflow vous êtes capable de : 

        - Visualiser la présence en temps réel de votre site

        - Obtenir le taux d'occupation de vos espaces par site et par zone 

        - Comprendre votre flux au quotidien

        - Partager aux différents départements des rapports précis sur votre fréquentation

        - Prendre des décisions opérationnelles et stratégiques basées sur des données précises

        - Et bien plus encore ! 

 

 Les valeurs ajoutées de notre entreprise sont les suivantes :

        - Le savoir-faire reconnu.

        - Investissement constant dans la Recherche et le Développement.

        - Fabrication des capteurs en France.

 

 
La satisfaction client est notre priorité. Afin de répondre aux mieux aux attentes et aux besoins de nos clients, un account manager dédié spécialisé dans la data vous accompagne tout au long de notre collaboration. Pour plus d’information concernant l’entreprise et nos produits, 
nous vous invitons à vous rendre sur notre site internet ou bien de contacter nos équipes qui restent à votre entière écoute.","Fabrication d'équipements de communication (2630Z)
				Voir la classification Kompass"
