web-scraper-order,web-scraper-start-url,lien-fiche,lien-fiche-href,title,rue,adresse,web,creation,type,effectif,resume,activite-naf08
"1641930573-1212","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-9/","M MOUSSA SAIDI","https://fr.kompass.com/c/m-moussa-saidi/fr2011126/","M MOUSSA SAIDI","1708 BD DU BOIS","1708 BD DU BOIS 

	                
	        14200 HEROUVILLE-SAINT-CLAIR","null","2005","Profession libérale","De 0 à 9 employés","M MOUSSA SAIDI, est installé au 1708 BD DU BOIS à Herouville-saint-clair (14200) dans le département du Calvados.



Cette société est une profession libérale fondée en 2005 sous l'enregistrement 483694238 00039, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641930462-1175","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-9/","VIGISOL","https://fr.kompass.com/c/vigisol/fr2776798/","VIGISOL","2 RUE DES ROQUEMONTS","2 RUE DES ROQUEMONTS 

	                
	        14000 CAEN","null","2011","Association déclarée","De 0 à 9 employés","L'Association VIGISOL est installée au 2 RUE DES ROQUEMONTS à Caen (14000) dans le département du Calvados.



Cette association loi 1901 ou assimilé fondée en 2011 sous l'enregistrement 535202568 00015, recensée sous le naf : 

► Traitement de données, hébergement et activités connexes.","Traitement de données, hébergement et activités connexes (6311Z)
				Voir la classification Kompass"
"1641930597-1220","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-9/","IDEL ORDO","https://fr.kompass.com/c/idel-ordo/fra03r4kr/","IDEL ORDO","34 RUE DES ECORDIERES","34 RUE DES ECORDIERES 

	                
	        14970 BENOUVILLE","null","2018","SAS, société par actions simplifiée","De 0 à 9 employés","La société IDEL ORDO, est localisée au 34 RUE DES ECORDIERES à Benouville (14970) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2018 sous l'enregistrement 838947315 00019, recensée sous le naf : 

► Programmation informatique.



La société IDEL ORDO est dirigée par Thibault Garcia (Président)","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641930489-1184","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-9/","ALFEO-CIE","https://fr.kompass.com/c/alfeo-cie/fr9297646/","ALFEO-CIE","HAM DE FAINS","HAM DE FAINS 

	                
	        14310 VILLY-BOCAGE","null","2011","SAS, société par actions simplifiée","De 0 à 9 employés","La compagnie ALFEO-CIE, est localisée à Villy-bocage (HAM DE FAINS) dans le département du Calvados.



Cette TPE est une societé anonyme par actions simplifiées fondée en 2011 ayant comme SIRET le numéro 539938167 00027, recensée sous le naf : 

► Traitement de données, hébergement et activités connexes.



La société ALFEO-CIE est dirigée par Frédéric Marin (Président)","Traitement de données, hébergement et activités connexes (6311Z)
				Voir la classification Kompass"
"1641930531-1198","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-9/","TRANDLOG.COM","https://fr.kompass.com/c/trandlog-com/fr4136878/","TRANDLOG.COM","11 B AV DE LA REPUBLIQUE","11 B AV DE LA REPUBLIQUE 

	                
	        14800 DEAUVILLE","null","2006","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La société TRANDLOG.COM, est localisée au 11 B AV DE LA REPUBLIQUE à Deauville (14800) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2006 ayant comme SIRET le numéro 491180972 00011, recensée sous le naf : 

► Traitement de données, hébergement et activités connexes.



La société TRANDLOG.COM est dirigée par Michel Besson (Gérant)","Traitement de données, hébergement et activités connexes (6311Z)
				Voir la classification Kompass"
"1641930510-1191","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-9/","WEKTOO","https://fr.kompass.com/c/wektoo/fr4206736/","WEKTOO","39 RUE DES COMPAGNONS","39 RUE DES COMPAGNONS 

	                
	        14000 CAEN","null","2014","SAS, société par actions simplifiée","De 0 à 9 employés","L'entreprise WEKTOO, est localisée au 39 RUE DES COMPAGNONS à Caen (14000) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2014 ayant comme SIRET le numéro 803193754 00030, recensée sous le naf : 

► Programmation informatique.



La société WEKTOO est dirigée par Amance-Eudine Rouzier (Président)","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641930591-1218","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-9/","M JEREMY SCRIBE","https://fr.kompass.com/c/m-jeremy-scribe/fr4145545/","M JEREMY SCRIBE","14 AV DE LA LIBERATION","14 AV DE LA LIBERATION 

	                
	        14960 ASNELLES","null","2006","Artisan-commerçant","De 0 à 9 employés","L'entreprise M JEREMY SCRIBE, est installée au 14 AV DE LA LIBERATION à Asnelles (14960) dans le département du Calvados.



Cet artisan-commerçant fondé en 2006(SIRET : 491355467 00029), est recensé sous le naf : 

► Réparation d'ordinateurs et d'équipements périphériques.","Réparation d'ordinateurs et d'équipements périphériques (9511Z)
				Voir la classification Kompass"
"1641930669-1244","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-9/","LAB-EDIGITAL","https://fr.kompass.com/c/lab-edigital/fra0183b8/","LAB-EDIGITAL","10 AV DE LA LIBERATION","10 AV DE LA LIBERATION 

	                
	        14480 LE FRESNE-CAMILLY","null","2015","SAS, société par actions simplifiée","De 0 à 9 employés","L'entreprise LAB-EDIGITAL, est localisée au 10 AV DE LA LIBERATION à Le Fresne-camilly (14480) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2015(SIRET : 812787240 00017), recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société LAB-EDIGITAL est dirigée par Karim Labidi-Heuze (Président)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641930645-1236","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-9/","GANACOS","https://fr.kompass.com/c/ganacos/fra022845/","GANACOS","4 AV MAL DE LATTRE DE TASSIGNY","4 AV MAL DE LATTRE DE TASSIGNY 

	                
	        14000 CAEN","null","2016","SAS, société par actions simplifiée","De 0 à 9 employés","L'entreprise GANACOS, est implantée au 4 AV MAL DE LATTRE DE TASSIGNY à Caen (14000) dans le département du Calvados.



Cette TPE est une societé anonyme par actions simplifiées fondée en 2016 ayant comme SIRET le numéro 821748126 00017, recensée sous le naf : 

► Edition de logiciels applicatifs.



La société GANACOS est dirigée par Grégoire Spiers (Président)","Edition de logiciels applicatifs (5829C)
				Voir la classification Kompass"
"1641930555-1206","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-9/","IP AND COM","https://fr.kompass.com/c/ip-and-com/fr7497193/","IP AND COM","33 RUE DU POT D ETAIN","33 RUE DU POT D ETAIN 

	                
	        14000 CAEN","null","2010","SAS, société par actions simplifiée","De 0 à 9 employés","La société IP AND COM, est installée au 33 RUE DU POT D ETAIN à Caen (14000) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2010(SIRET : 522373968 00018), recensée sous le naf : 

► Autres activités de télécommunication.



La société IP AND COM est dirigée par Vincent Roger (Président)","Autres activités de télécommunication (6190Z)
				Voir la classification Kompass"
"1641930501-1188","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-9/","M CHRISTOPHE ALEXANDRE","https://fr.kompass.com/c/m-christophe-alexandre/fra00mdv3/","M CHRISTOPHE ALEXANDRE","FERME SAINT CLAIR","FERME SAINT CLAIR 

	                
	        14400 VAUX-SUR-SEULLES","null","2011","Profession libérale","De 0 à 9 employés","M CHRISTOPHE ALEXANDRE, est installé à Vaux-sur-seulles (FERME SAINT CLAIR) dans le département du Calvados.



Cette société est une profession libérale fondée en 2011 sous le numéro 537626301 00015, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641930672-1245","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-9/","ALINEO","https://fr.kompass.com/c/alineo/fr6615193/","ALINEO","18 CHE DE LA BRUYERE","18 CHE DE LA BRUYERE 

	                
	        14113 VILLERVILLE","null","2003","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La société ALINEO, est localisée au 18 CHE DE LA BRUYERE à Villerville (14113) dans le département du Calvados.



Cette TPE est une société à responsabilité limitée (SARL) fondée en 2003 ayant comme SIRET le numéro 450346762 00054, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société ALINEO est dirigée par Gérard Baron (Gérant)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
